bucket	token	count	guess	guesses	reason	source	record_id	lemma	field	translation
candidate_spelling	limp	3	lima	lima, limo, lime, limó, limé, Lima	limp -> lima	2021 Wimmer	2021-wimmer:010606	chitencoloa	Traducción (es)	v.i., limp, campanario
candidate_spelling	loeselia	3	lóesela	lóesela	loeselia -> lóesela	2021 Wimmer	2021-wimmer:017245	huitzitzilxochyo	Traducción (es)	decorado con la flor de loeselia
candidate_spelling	macuche	3	mapuche	mapuche, acuche	macuche -> mapuche	1565 Sahagún Escolios	1565-sahagun-escolios:000432	cuexane	Traducción	el que rige o sustenta algún, estos tres vocablos [cuexane, teputze, macuche] andan siempre juntos / persona que lleva algo en el regazo
candidate_spelling	maderado	3	moderado	moderado, madurado, macerado, maderada	maderado -> moderado	1571 Molina 2	1571-molina-2:009760	imamacauhcan in tlaximalli	Traducción	espacio de entre viga y viga en lo que está maderado
candidate_spelling	malam	3	mala	mala, malas, mallas, mallan, mallar, malar	malam -> mala	17?? Bnf_362	17-bnf-362:000053	tlatlacolnextia	Traducción	descubrir lo oculto, in malam partem
candidate_spelling	montesina	3	monetiza	monetiza, monetizan, montean, monteaban, montearan	montesina -> monetiza	1629 Alarcón	1629-alarcon:000420	cihuatl  +	Traducción	hermana, la mujer montesina
candidate_spelling	morf	3	more	more, morí, moré, morro, mor, morra	morf -> more	2021 Wimmer	2021-wimmer:004907	tzocuiloa	Traducción (es)	manchar algo. morf. incorp. tzo-tl
candidate_spelling	namaca	3	hamaca	hamaca	namaca -> hamaca	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:001921	namaquilia	Traducción	vender / vender (rev. de maca) / vender (rev. de namaca)
candidate_spelling	nelli	3	Neli	Neli, Melli	nelli -> Neli	1645 Carochi	1645-carochi:000473	za	Traducción	sólo / sin duda (intensivo) / infaliblemente (intensivo) / ~ tepitön, falta poco / solamente / sino / ~ achi, falta poco / mä tël ~, siquiera / ~ achitön, falta poco / ach ~ ye nelli, ¿es posible? / mä ~ nel, siquiera / mä ~, (imperativo)
candidate_spelling	nican	3	nación	nación, pican	nican -> nación	1571 Molina 2	1571-molina-2:001535	catqui  +	Traducción	lo mismo es que nican ca
candidate_spelling	ofrendadores	3	ofrendados	ofrendados, ofrendares	ofrendadores -> ofrendados	1579 Durán	1579-duran:000407	tlamacazcalli	Traducción	"casa de mancebos ya en la perfecta edad de la juventud. ""casa de los ofrendadores"""
candidate_spelling	onya	3	onda	onda, onza, Konya, Sonya	onya -> onda	1645 Carochi	1645-carochi:000419	yeiconya	Traducción	rato ha -véase ye ic onya
candidate_spelling	pausanes	3	pausasen	pausasen, pausases, pausares, bausanes	pausanes -> pausasen	1571 Molina 1	1571-molina-1:030645	ticecepohuaticate	Traducción	pausanes estar hechos, sin hacer cosa de provecho
candidate_spelling	pañetes	3	paneles	paneles, patees, puñetes, paletees	pañetes -> paneles	1571 Molina 2	1571-molina-2:001252	tlatzontecmaxtlatl	Traducción	almaizal rico y muy labrado, que sirve de bragas, o pañetes
candidate_spelling	pilli	3	Pili	Pili, pillo, pilla, pille, pila, pile	pilli -> Pili	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:002317	piltzin	Traducción	hijo de / hija de / hijo (rev. de pilli) / el hijo (rev. de pilli) / sobrina de
candidate_spelling	platel	3	plantel	plantel, platea, plateo, plateó, platees, platee	platel -> plantel	1571 Molina 1	1571-molina-1:002978	caxpechtontli	Traducción	platel plato pequeño
candidate_spelling	poloa	3	Polop	Polop, polos, polo, pollos, polea, polca	poloa -> Polop	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:002367	polhuia	Traducción	llevar (alguien) de esta vida (rev. de poloa)
candidate_spelling	ponzoñar	3	ponzoñas	ponzoñas, ponzoña	ponzoñar -> ponzoñas	1571 Molina 1	1571-molina-1:016011	iztlacmina	Traducción	ponzoñar o morder la víbora
candidate_spelling	pormeta	3	prometa	prometa	pormeta -> prometa	1571 Molina 1	1571-molina-1:005664	cemixca	Traducción	noticia dar a alguno de lo que le ade acaecer, avisándole pormeta
candidate_spelling	poyal	3	boyal	boyal, poyan, royal, poyar, poyad, poyas	poyal -> boyal	1571 Molina 1	1571-molina-1:001596	tlatotocquimiliuhcayotl	Traducción	poyal para cubrirlo
candidate_spelling	provena	3	provean	provean, provenga, provenía, provea, proveía, Provenza	provena -> provean	1571 Molina 1	1571-molina-1:005020	xocomecacelic	Traducción	provena o mugrón de vid
candidate_spelling	proveídamente	3	previamente	previamente, prevenidamente	proveídamente -> previamente	1571 Molina 1	1571-molina-1:033293	tlaimatca	Traducción	proveídamente
candidate_spelling	ques	3	que	que, pues, queso	ques -> que	1571 Molina 2	1571-molina-2:001491	catli?	Traducción	ques del? o cual es?
candidate_spelling	reciproc	3	recíproca	recíproca, recíproco, reciproco, reciproca, reciprocó	reciproc -> recíproca	2021 Wimmer	2021-wimmer:001530	tlatolxopehua	Traducción (es)	reciproc., refutarse unos a otros
candidate_spelling	rodajo	3	rodaje	rodaje, rodado, rodaja	rodajo -> rodaje	1571 Molina 1	1571-molina-1:001188	tlatlayahualochtiloni	Traducción	rodajo instrumento para rodar
candidate_spelling	rálidos	3	rápidos	rápidos, salidos, válidos, cálidos, pálidos, validos	rálidos -> rápidos	2021 Wimmer	2021-wimmer:036155	tezcatl	Traducción (es)	espejo. / placa frontal de los rálidos con poderes mágicos. / metáfora: buen ejemplo. / nombre personal
candidate_spelling	sinzón	3	pinzón	pinzón	sinzón -> pinzón	1598 Tezozomoc	1598-tezozomoc:000026	tlauhquechol	Traducción	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica
candidate_spelling	taseos	3	paseos	paseos, aseos, tasemos, taséis, páseos, tases	taseos -> paseos	1571 Molina 2	1571-molina-2:016380	pazolli  +	Traducción	taseos de lino, o cosa semejante
candidate_spelling	tenanco	3	enanco	enanco, enancó	tenanco -> enanco	2021 Wimmer	2021-wimmer:012783	cuahuatl	Traducción (es)	nombre de un río, ātl, cerca de tenanco. química. 1950.11 (quinta versión)
candidate_spelling	tepaneca	3	tenacea	tenacea	tepaneca -> tenacea	2021 Wimmer	2021-wimmer:033805	tepanecapan	Traducción (es)	en el país tepaneca
candidate_spelling	tepanecas	3	tenaceas	tenaceas	tepanecas -> tenaceas	2021 Wimmer	2021-wimmer:014411	cuecuex	Traducción (es)	nombre divino, divinidad de los tepanecas
candidate_spelling	tiénese	3	tienes	tienes, tiñese	tiénese -> tienes	1571 Molina 2	1571-molina-2:010441	iuh tlatolo	Traducción	tiénese este estilo de hablar
candidate_spelling	toci	3	Roci	Roci, toca, toco, tocó, tico, tosí	toci -> Roci	1579 Durán	1579-duran:000015	tocititlan	Traducción	junto al lugar de la diosa toci
candidate_spelling	tocih	3	tico	tico, ticos	tocih -> tico	2021 Wimmer	2021-wimmer:003325	tocititlan	Traducción (es)	lugar donde fue llevado quien llevaba la piel de la mujer inmolada a la diosa tocih de quien era representante
candidate_spelling	topón	3	copón	copón, tapón, topo, topó, topos, topen	topón -> copón	2021 Wimmer	2021-wimmer:004977	tzomolco	Traducción (es)	tzomolco, topón. error para tzommolco
candidate_spelling	trasmañana	3	tarambana	tarambana	trasmañana -> tarambana	153? Trilingüe	153-trilingue:004339	huihuiptlayehuecatlatlaztiuh	Traducción	trasmañana herir
candidate_spelling	unde	3	ande	ande, une, ende, cunde, unte, hunde	unde -> ande	1780 Clavijero	1780-clavijero:000006	canin	Traducción	adverbios de tiempos correspondientes al ubi?, al unde?, al quo? y al qua? de los latinos
candidate_spelling	vahada	3	varada	varada, vacada, vahead	vahada -> varada	1571 Molina 1	1571-molina-1:033237	tlaihiyopacholli	Traducción	vahada cosa
candidate_spelling	viuilinto	3	vliuilinto	vliuilinto	viuilinto -> vliuilinto	1571 Molina 2	1571-molina-2:008769	huihuitoctontli	Traducción	lo mismo es que viuilinto
candidate_spelling	aarón	2	marón	marón, parón, arón, Aaron, Aarón, barón	aarón -> marón	153? Trilingüe	153-trilingue:003149	xihuitl anozo aaron	Traducción	hierba barba de aarón
candidate_spelling	acatto	2	acato	acato, acató	acatto -> acato	17?? Bnf_362bis	17-bnf-362bis:000163	acachto	Traducción	[vide oc acatto]
candidate_spelling	acecalado	2	acicalado	acicalado, acgecalado	acecalado -> acicalado	1571 Molina 2	1571-molina-2:016473	petzihui	Traducción	pararse muy lucio lo bruñido, o acecalado
candidate_spelling	acezoso	2	acezos	acezos, acetoso, acezos o	acezoso -> acezos	153? Trilingüe	153-trilingue:004565	icicani	Traducción	acezoso cosa que aceza
candidate_spelling	achcanel	2	acicalen	acicalen	achcanel -> acicalen	17?? Bnf_362bis	17-bnf-362bis:000737	achca nel nozo	Traducción	lo mismo que achcanel
candidate_spelling	achit	2	achís	achís, achín, Sachit	achit -> achís	1645 Carochi	1645-carochi:000473	za	Traducción	sólo / sin duda (intensivo) / infaliblemente (intensivo) / ~ tepitön, falta poco / solamente / sino / ~ achi, falta poco / mä tël ~, siquiera / ~ achitön, falta poco / ach ~ ye nelli, ¿es posible? / mä ~ nel, siquiera / mä ~, (imperativo)
candidate_spelling	acoceator	2	acoceador	acoceador	acoceator -> acoceador	153? Trilingüe	153-trilingue:000290	tlatlatilizani	Traducción	acoceator así
candidate_spelling	acocilina	2	acodician	acodician, acodillan, acochina	acocilina -> acodician	2021 Wimmer	2021-wimmer:007805	acocilicequi	Traducción (es)	v.i., asar pequeños crustáceos, acocilina
candidate_spelling	adufre	2	azufre	azufre, azufré, adufe	adufre -> azufre	1571 Molina 2	1571-molina-2:007876	ehuahuehuetl	Traducción	pandero o adufre
candidate_spelling	advr	2	ador	ador, adir, adv.	advr -> ador	17?? Bnf_362	17-bnf-362:001252	acopa	Traducción	de lo alto; hacia arriba (advr)
candidate_spelling	agramente	2	agriamente	agriamente, magramente	agramente -> agriamente	153? Trilingüe	153-trilingue:001670	xococa	Traducción	agramente
candidate_spelling	aguacatero	2	aguacate	aguacate, aguacero, aguantare, aguacates, aguantador, aguantares	aguacatero -> aguacate	2021 Wimmer	2021-wimmer:036578	tizacahuacatl	Traducción (es)	aguacatero blanco. / oficial azteca
candidate_spelling	aguachil	2	aguacil	aguacil	aguachil -> aguacil	1571 Molina 1	1571-molina-1:008036	chilatl	Traducción	aguachil o agua de ají
candidate_spelling	agüitar	2	agüita	agüita, agitar, agüitas, aguaitar, aguijar	agüitar -> agüita	153? Trilingüe	153-trilingue:006461	nahualliti	Traducción	agüitar o acechar
candidate_spelling	ahoa	2	ahora	ahora, ahoga, atoa, ahoya, aha	ahoa -> ahora	153? Trilingüe	153-trilingue:001557	xih	Traducción	ahoa adverbio para llamar
candidate_spelling	ahocinado	2	atocinado	atocinado, ahocicado, abocinado, ahocicando	ahocinado -> atocinado	1780 ? Bnf_361	1780-bnf-361:006486	zolontiuh atoyatl	Traducción	río ahocinado o arroyo que corre con furia
candidate_spelling	aira	2	Zaira	Zaira, Maira, Eira, mira, aire, tira	aira -> Zaira	17?? Bnf_362	17-bnf-362:001616	cualancayotl	Traducción	el que se aira mucho
candidate_spelling	almarraja	2	almazara	almazara, almorrana	almarraja -> almazara	153? Trilingüe	153-trilingue:008690	tehuilotecohuitztontli	Traducción	almarraja
candidate_spelling	alnés	2	arnés	arnés, alces, alunes, aúnes, alíes, acnés	alnés -> arnés	2021 Wimmer	2021-wimmer:002308	tlayacapan	Traducción (es)	topónimo. / término de parentesco, sólo en la forma poseída. / plural., 'notlayacāpahuān', mes alnés
candidate_spelling	amaderado	2	amanerado	amanerado	amaderado -> amanerado	2021 Wimmer	2021-wimmer:013842	cuauhtepetlatic	Traducción (es)	prensado, apretado, pleno, espeso, amaderado
candidate_spelling	amanani	2	amaina	amaina, amañan	amanani -> amaina	2021 Wimmer	2021-wimmer:017779	amanqui	Traducción (es)	sin. de amanani
candidate_spelling	amarillan	2	amarilla	amarilla, amarillas, amarillean, amarilleen, amartillan	amarillan -> amarilla	2021 Wimmer	2021-wimmer:012393	cozahuia	Traducción (es)	v.i., se vuelve amarillo, se vuelve amarillo. / v.i., pararse amarillo. / v.i., amarillan, maduran, hablando de frutos o semillas. / v.i., tomates se vuelven muy amarillos cuando maduran. / tla-. amarillo
candidate_spelling	amiénto	2	asiento	asiento, miento, aliento, amianto, aviento, ambiento	amiénto -> asiento	1571 Molina 1	1571-molina-1:022603	atlacopa nitlamina	Traducción	tirar con amiénto
candidate_spelling	anas	2	ansa	ansa, bnas, arnas, ansas, unas, ganas	anas -> ansa	2021 Wimmer	2021-wimmer:010238	chicuematl	Traducción (es)	medida, ocho anas
candidate_spelling	anel	2	panel	panel, anea, Manel, anee, aneo, anees	anel -> panel	17?? Bnf_362bis	17-bnf-362bis:000522	mo	Traducción	interrogativo, parece que significan lo mismo que amo nel, anel, amo, y â los cuales son negativos, pero por ser interrogativos afirman
candidate_spelling	annuum	2	anua	anua, anuo	annuum -> anua	2021 Wimmer	2021-wimmer:010338	chilli	Traducción (es)	ají (capsicum annuum l.)
candidate_spelling	antados	2	astados	astados, anotados, atados, andados, cantados, untados	antados -> astados	1565 Sahagún Escolios	1565-sahagun-escolios:001421	tlacpahuitecqui	Traducción	mujer que recibe antenados (antados)
candidate_spelling	antenada	2	entenada	entenada, anteada, antelada	antenada -> entenada	153? Trilingüe	153-trilingue:002958	cihuatlacpahuitectli	Traducción	antenada o andáda
candidate_spelling	antorársele	2	ancorársele	ancorársele, antojársele	antorársele -> ancorársele	2021 Wimmer	2021-wimmer:003937	totolina	Traducción (es)	v.i., estar disgustado con varias cosas. / v.i., antorársele a una varias cosas de comer
candidate_spelling	anxia	2	Ania	Ania, ansia, ansía	anxia -> Ania	153? Trilingüe	153-trilingue:007075	netlamatiliztli	Traducción	anxia o conxa
candidate_spelling	apesgada	2	apegada	apegada	apesgada -> apegada	1571 Molina 1	1571-molina-1:000357	tlateteppacholli	Traducción	apesgada cosa así
candidate_spelling	apetitiva	2	aperitiva	aperitiva	apetitiva -> aperitiva	1765 Cortés y Zedeño	1765-cortes-y-zedeno:001688	entendimiento	Traducción	mente, la parte del anima apetitiva
candidate_spelling	apitunarse	2	apitonares	apitonares, apitonarse	apitunarse -> apitonares	1571 Molina 2	1571-molina-2:004934	zonehuao	Traducción	apitunarse, o azorarse, o crecer mucho el agua del río, o azorarse el perro, o el gato. etc.
candidate_spelling	aplacedor	2	aplacador	aplacador	aplacedor -> aplacador	1571 Molina 1	1571-molina-1:026143	tehuellamachti	Traducción	aplacedor
candidate_spelling	apomazado	2	atomizado	atomizado	apomazado -> atomizado	2021 Wimmer	2021-wimmer:000101	tlatenitztilli	Traducción (es)	afilado, apomazado, planchado
candidate_spelling	aprensada	2	aprendas	aprendas, prensada, apresada, a prensada	aprensada -> aprendas	1571 Molina 1	1571-molina-1:000355	tlateteppacholli	Traducción	aprensada cosa
candidate_spelling	aquejadamente	2	asqueadamente	asqueadamente	aquejadamente -> asqueadamente	153? Trilingüe	153-trilingue:002193	zaiehuelipa	Traducción	aquejadamente así
candidate_spelling	arbolicos	2	arbolitos	arbolitos, arbolillos	arbolicos -> arbolitos	1571 Molina 2	1571-molina-2:006713	cuahuilacatzoa	Traducción	jugar, o traer el palo con los pies, o torcer y juntar los arbolicos o ramas tiernas y largas unas con otras
candidate_spelling	areis	2	aries	aries, ares, reís, iréis, daréis, erais	areis -> aries	1598 Tezozomoc	1598-tezozomoc:000269	xiuhteuctli	Traducción	dios de los areis, lluvias, noches *d
candidate_spelling	areyte	2	arete	arete	areyte -> arete	1565 Sahagún Escolios	1565-sahagun-escolios:000255	iyahua	Traducción	alzar algo en reverencia del que está lejos ofreciéndoselo. y también q.d. alzar el pie o la mano andando haciendo areyte o danza. también q.d. irse presto a algún lugar, o estar poco en el. y para alzar otra cosa no se vas
candidate_spelling	areyto	2	areito	areito, arresto	areyto -> areito	1571 Molina 1	1571-molina-1:016287	macehualiztli	Traducción	danza o baile, f: areyto
candidate_spelling	arrencada	2	arrancada	arrancada, arrendada, arrejacad	arrencada -> arrancada	1571 Molina 1	1571-molina-1:001915	castillan michua tzaltepiton	Traducción	sardina arrencada pece conocido
candidate_spelling	asoltada	2	asaltada	asaltada, asolada, asoleada, soltada, asoldada, a soltada	asoltada -> asaltada	1565 Sahagún Escolios	1565-sahagun-escolios:001320	tetlannenenqui	Traducción	criado o criada, o asoltado o asoltada
candidate_spelling	asoltado	2	asaltado	asaltado, asolado, soltado, asoleado, asoldado, a soltado	asoltado -> asaltado	1565 Sahagún Escolios	1565-sahagun-escolios:001320	tetlannenenqui	Traducción	criado o criada, o asoltado o asoltada
candidate_spelling	atajam	2	atajar	atajar, ataja, atajan, atajas, atajad	atajam -> atajar	1780 ? Bnf_361	1780-bnf-361:002392	tlayacatzacuiliztli	Traducción	atajo o atajam(ien)to de otro o el ganado
candidate_spelling	atapadas	2	atrapadas	atrapadas, atacadas, atajadas, tapadas, a tapadas	atapadas -> atrapadas	1780 ? Bnf_361	1780-bnf-361:005070	yacaquiquinahui	Traducción	atapadas tener las narices con reumas
